RX_DATA_0,RX_DATA_1,RX_DATA_2,RX_DATA_3,RX_DATA_4,RX_DATA_5,RX_DATA_6,RX_DATA_7,RX_DATA_8,RX_DATA_9,RX_DATA_10,RX_DATA_11
a1410495,a207060f,a1c70787,a2a2820f,a500801d,a020c9aa,a0600800,a2270102,a1060701,a204c21a,a083040b,a560c000
a3274405,a0c0c0b8,a0608180,a0c005a6,a541c409,a0024105,a1c04087,a322518b,a1e04483,a1660a89,a1e30220,a0240480
a5e00121,a484cc03,a1004294,a1e2cb84,a021853b,a640001f,a6618022,a1e1439d,a044c591,a224158c,a011c790,a2800d88
a1634102,a001400a,a1008184,a400808c,a0434302,a0e1c00d,a06ac18e,a0284200,a063048d,a040498e,a0464985,a0c1c5c7
a0ac5196,a1a30803,a3804887,a2600307,a1804885,a0c2c10e,a623c780,a122c60a,a12087a3,a2c0848c,a100918e,a683c187
a0038d0e,a1a0050c,a0448710,a040411f,a042e119,a024c208,a0038014,a2250a81,a1c8039e,a0e2c612,a0634111,a121c500
a0254689,a0a2421c,a1c2858c,a2c14894,a02a8211,a3258784,a1834e9d,a0a0ca81,a1010d05,a7a40b9a,a045470d,a020c20d
a0c48d04,a0224d02,a0474a82,a2e18203,a365c411,a1014585,a1c1158a,a1e4c70f,a32291a2,a3004d03,a18c02a1,a1619900
a0008386,a0010516,a26e0613,a0e30894,a0e30901,a2c01013,a3c0c853,a1c64c1a,a1405500,a1024927,a0e60283,a240c206
a1c1439b,a044c689,a1e1d288,a1215031,a1c49d02,a323430b,a0c04509,a0a1940c,a0c88117,a0878404,a1810900,a2408380
a100038c,a060cc82,a046861f,a123058e,a105180a,a0a7048f,a0810314,a102c580,a3265223,a3a18002,a540868c,a1008602
a1234c81,a181c088,a70d4031,a1814502,a3c60e87,a2018205,a0024407,a402029d,a860c30b,a1218001,a0648015,a0040180
a0610d86,a1e38081,a2f18195,a1034505,a1244b0b,a504820d,a20148a5,a1000193,a0a0c205,a0a0429c,a1080282,a0644482
a0418403,a0c1c000,a042428f,a1a04300,a2444103,a003cf81,a1c1cf01,a1668e29,a048828e,a262929f,a089400e,a0618003
a547c3a4,a180c496,a060951a,a1c78a81,a208c009,a0674200,a2c34386,a2494b8a,a6008100,a4c041ad,a2430903,a0c28c83
a0c40583,a020cc8a,a1e2148c,a028401e,a249c406,a240d782,a0e34487,a0818388,a5640214,a2214a95,a1e50c1d,a5e04206
a5e14a02,a3240604,a3644f93,a1055318,a16b100a,a1234a08,a1edc50b,a2204301,a2e16090,a261c998,a02040a3,a0820102
a2074394,a222c058,a60ac300,a0e4441c,a185059c,a2054081,a2a09117,a1808c0c,a3c9438d,a4c78a82,a02a5037,a040d110
a0650a10,a2e7478c,a1024881,a1c38c84,a24001b8,a0618d10,a168d181,a1a18c82,a0020c15,a22241ad,a3830705,a064838c
a100490b,a021c384,a0a00111,a0440a2a,a0c0458a,a084888b,a0c1069a,a20a469d,a0a2c18b,a4a5c204,a0ea0182,a1038811
a125520b,a2428480,a081c209,a1a74190,a3e04f8e,a0838426,a2470715,a0810184,a3491914,a2248523,a200c382,a141001c
a5c08e0d,a6678280,a0800103,a300c414,a1204692,a027c601,a0e00114,a1030a8e,a4425301,a0664000,a340c7a0,a340c594
a0878383,a0808309,a0620080,a3c80084,a283c292,a4254480,a2629892,a16f838d,a2e34081,a0850306,a163830d,a0628702
a286818e,a1a38013,a0408a0d,a1c10918,a7012598,a024c48e,a0434297,a401820b,a4408517,a5814001,a0e88639,a0a50e00
a063821d,a2514699,a040489d,a3c4042b,a060c216,a0608006,a0c10014,a040c282,a1e20902,a00d409a,a3a14106,a06e8108
a1058812,a1e48b84,a0a30980,a641c3b1,a0044d37,a026c09e,a0004109,a3840583,a6220914,a0560489,a080079d,a24143a9
a069c749,a1a0c48e,a36ac180,a1a680b1,a4004e82,a362c002,a16000b2,a26006a6,a0800184,a0c0ae8c,a0a3cb80,a2c00e8b
a0440787,a0400f83,a0c28006,a0af050e,a0c68838,a429c202,a082c39b,a0611020,a3ee3f87,a462408f,a421c883,a8418900
a0a0422a,a129d80f,a2aa408c,a0834207,a3018008,a0200006,a0210f02,a149ca07,a225c686,a321c39e,a0e00300,a3494a83
a1a04000,a06580a2,a0a38391,a1a3451f,a1a58788,a0411008,a1840580,a0090c81,a6a4c916,a0059b08,a1a74e83,a0678700
a382c002,a101c302,a3018112,a10543a9,a0808827,a1a00082,a0a50791,a0a10619,a04b1803,a4e04002,a2c5c009,a2825aae
a3248211,a0400a15,a26440b7,a1a00203,a824060e,a3c2900c,a4214097,a7e0cf86,a147020b,a222488b,a04ac104,a0214b06
a2404992,a221420b,a0a08489,a080840d,a3019f0a,a0030021,a38683e4,a021908b,a100c0ab,a108ca03,a1a60b00,a2208b92
a0619984,a1e182b4,a0e40489,a0619999,a3091088,a0e01712,a2710e03,a3440d01,a0e54f11,a1804a81,a1e5c100,a224d386
a1222f00,a0c1d882,a005c018,a2624192,a102058a,a0e29287,a086c48a,a2030127,a1e1438f,a0824010,a440420f,a2a0c182
a0215380,a003878c,a2094018,a184c4aa,a02e8f06,a1890512,a2e64102,a0e00483,a2668018,a1661207,a040018c,a123450e
a0418684,a0a84b23,a0a3848b,a262490b,a0850108,a0218186,a4e3890c,a105cd8e,a04006a4,a04d8281,a042878b,a6420580
a0025b03,a060c5a4,a0230186,a0ed4903,a3214389,a141460f,a0c0c48c,a0e0000b,a1a524a9,a1a39182,a0200609,a0c60b18
a02ac481,a060461a,a085019f,a2e18a80,a2418402,a1060401,a1ec4000,a12e9c16,a1f1c3a5,a0c20b07,a040c40b,a0298091
a6000608,a12cc08c,a101098d,a1a3409a,a3f24f1f,a0008f87,a165c212,a1a30811,a181c62a,a0050800,a0400189,a201cc18
a460078d,a160869f,a0a09c8f,a1a2c00f,a067c704,a5c18982,a2a58a01,a321400f,a0618085,a2818984,a1214103,a0468a1c
a3c38696,a0c18381,a020c680,a0068501,a1234d00,a1a2010c,a2800100,a0e4d200,a3002909,a0820ca9,a0a80606,a122490b
a1a0c405,a145869e,a12e4f01,a0208290,a6e70485,a0c60205,a0e00588,a44e908d,a1c68411,a2e28005,a2c20693,a1808484
a0ca8186,a840c088,a1e1c298,a645c90f,a2c30109,a1c248c0,a023000c,a5c2839c,a183c608,a2e38219,a7c1c012,a0a08581
a10108c0,a2068201,a0e08300,a3615480,a2a506aa,a0020f8b,a181442c,a0010805,a6c4822b,a1229100,a025c88b,a0064280
a4a2940f,a1255915,a3a3890d,a0408184,a0c181a4,a225c60f,a6231320,a1410381,a0e21714,a423038a,a3208b00,a107089b
a1600290,a062408a,a48001a2,a280d498,a040879c,a1a14a83,a3404c9d,a0ae5a88,a080838e,a1811103,a2028081,a0e5c005
a244c10b,a36dca01,a0060280,a2108687,a023040c,a420428a,a0420081,a1834001,a046c411,a0e70246,a2a4ce0b,a02d9588
a0610084,a0ccc108,a0c0c00c,a004c084,a0260092,a0a2c383,a1828729,a2020384,a00342a9,a020002f,a2a00820,a2008a81
a0604a86,a0e04319,a200c606,a3618c92,a4440006,a00143b2,a0231007,a4038300,a0644698,a162431d,a5605516,a2664982
a0438288,a403c083,a1864281,a105870a,a0e94102,a5c3c10a,a0a10b83,a0c0c58e,a1008e0c,a382030b,a2a2c420,a262a00b
a0a2860b,a200c680,a241ce00,a0600206,a261078c,a280008a,a2000185,a3c48187,a3010984,a960430d,a9418405,a222120e
a5c2409f,a001c50c,a201c846,a0408798,a2004312,a0658386,a1600183,a0840f0e,a5240d04,a0e1408e,a0420402,a0c04482
a08286a6,a3030d87,a0880003,a3c0c10b,a2c0488d,a0414404,a0c10296,a0c68424,a0a50001,a44002c6,a306808a,a08004a9
a1215088,a0a40196,a001c486,a104c100,a4a8590e,a047d080,a103800d,a1448181,a123859f,a1488590,a0af8228,a146c38b
a2ea8184,a0a2808a,a0a24a10,a0489297,a0a54984,a2a04215,a020c00f,a4a50187,a246c682,a001c392,a081c481,a0208995
a1270020,a181000e,a2224196,a1809012,a240460b,a0608310,a24003bc,a0650985,a4128605,a2828805,a5844404,a0aa85b5
a2878f07,a023c384,a0430005,a004c290,a028c012,a0e3c587,a1400309,a0c0c207,a044cc0b,a303448c,a0cc871d,a185c28f
a0008396,a043818a,a0620e81,a005c103,a269c218,a361c9da,a100c800,a2c4c314,a1618002,a1834d30,a0024384,a1435b0f
a1a387a1,a060c200,a305838f,a3a0c28b,a1814189,a0920305,a0808190,a0e28885,a1634089,a444c186,a043c406,a0019481
a182079b,a42d55a1,a0400403,a34d0cab,a0820981,a0c2d10f,a020430b,a2616000,a183c02d,a3c24309,a2604181,a360081e
a2204899,a2800982,a0c1c019,a0020281,a18281ca,a0244a8b,a261078d,a0878b07,a0e10e21,a382d31a,a6418684,a3a3d19e
a2201e86,a1830091,a0850796,a580020c,a7018b24,a1274487,a0844782,a0230085,a1808914,a52244ae,a0e1c683,a0225386
a28086af,a0e24a06,a2628381,a346c30d,a0071416,a1c25707,a1628413,a0204e81,a1a282c6,a1830c1c,a0edc180,a1620011
a140888b,a082c403,a0240811,a362808c,a000d513,a0c0828b,a1e08f06,a6000b19,a221c909,a1a04214,a080918a,a02b8304
a2a08383,a022d91b,a5a38b29,a721828b,a0634120,a0610187,a061c183,a0c1c80c,a1e08312,a3c707a3,a004c601,a2e204a6
a1c04205,a0218a03,a0810020,a520c704,a0c54105,a6200201,a2414404,a0e0808b,a022ce8f,a16603a2,a14b4205,a164c319
a2800601,a1450803,a0408311,a1012785,a0ab008a,a1051f88,a120420e,a3c10608,a182d98b,a020cd03,a38103a5,a0c08b8a
a227cc99,a0344987,a0094902,a2000407,a0a49584,a1ea9403,a101c114,a020850a,a2e2c685,a040c6a5,a022c116,a0808716
a0c40280,a102c0ad,a0010007,a12b9404,a0a1051a,a0a04089,a0e64a8f,a14b0b9d,a1e3019f,a1240813,a0048e1f,a0270284
a2600500,a4c28016,a3a1cf84,a1444201,a0a0c220,a0258588,a0a00683,a4a00593,a5224408,a1428391,a0628506,a089c50f
a0604281,a4098523,a625c00a,a0a08580,a0614689,a006d21a,a2c34d01,a0e0c304,a040800b,a240c310,a0238903,a120c488
a2460329,a0054104,a2e7201a,a0e20509,a1214512,a2004486,a1290910,a0424507,a1c3078a,a1c38b08,a040010d,a044028a
a1690880,a0414694,a1a94090,a06141a4,a1005709,a1e01988,a1078c15,a40700a2,a022230c,a0614005,a020ce93,a3200612
a1620724,a4a12b9e,a045870e,a2278419,a240440d,a1c00286,a0474789,a66e8002,a0c5c307,a1010707,a0c48210,a320c925
a70a0507,a0c34380,a2c0c20d,a663810e,a6405907,a0440204,a085cba3,a5410915,a22a020f,a1200091,a2c0c48b,a1238506
a0418693,a844450e,a0e34213,a2a44506,a007c089,a0e7c91e,a0048085,a0600889,a4a3908b,a0234504,a023459a,a3830404
a0630e91,a08341bb,a1a10414,a0c8c20f,a2a39598,a1c54b02,a2604231,a3260005,a060c080,a401c2a0,a0a24880,a740d18d
a1814a25,a2e50882,a350c589,a0e10481,a0aa84d6,a0404781,a4a5cc92,a1200a99,a2e2c208,a601c40c,a1a0c11f,a5a0168c
a2e74395,a7e49180,a1a00127,a244030d,a743819d,a06b0904,a386c219,a261c986,a3c20581,a1a10305,a231cb82,a2018500
a1004589,a1420102,a2284408,a1630f0c,a5a71a13,a163c087,a0841006,a0a18080,a3c04189,a2a0cf07,a3620b04,a322c107
a044c028,a2014c09,a124598c,a1614687,a2a0c823,a04480a4,a3a5400e,a0a1c9a5,a2060804,a1c08434,a042000c,a3614013
a2e04ab7,a0c10980,a0870c85,a00a449e,a0a1c32d,a0229b07,a002580c,a2e30384,a281c097,a0270417,a0e1038e,a0044889
a02c9208,a3e0d402,a36acfa6,a3435b8b,a0410003,a1054884,a1a08000,a103930d,a4640289,a0a28936,a145cd06,a1664100
a1424289,a0a04015,a126040b,a2090016,a064c124,a0244fa0,a326c100,a042069a,a0860c00,ae420c9c,a9220381,a2e30688
a0004a07,a2424416,a3b4c283,a2c08400,a2010013,a0028b91,a0010109,a0260482,a088420d,a08143a3,a0020502,a0e4408a
a3c3020d,a3a00033,a021470a,a3a1c38b,a0034795,a0024285,a2e04089,a2e84182,a163c004,a222c18b,a3019e01,a3418121
a000c605,a262449c,a1a5c485,a227c30e,a38cc301,a2600f08,a103c82d,a061400c,a4a6c0b1,a0049c8b,a0eb070e,a1014105
a166cd8d,a24a4030,a0025d0d,a565c38b,a2408589,a2e04381,a162cc0b,a1c0c280,a00143a9,a1e0409e,a340cc07,a1860a07
a2888105,a0c40080,a2054185,a2c30989,a041c40e,a0414902,a2078611,a1024a00,a4b7c326,a16f4023,a6234008,a16d4202
a1631aa6,a0604107,a0808484,a000cc0e,a0e1c303,a1871f02,a007c323,a0034b8b,a062c687,a067c20b,a129c003,a2a0d995
a1a74801,a002c30c,a6028d2f,a345021f,a1e1c502,a2428a83,a0208319,a0674421,a640800d,a1031583,a7405303,a2894403
a0000e96,a423d21f,a520810b,a240088a,a1209202,a2404986,a0c2508b,a061440d,a1c08184,a0264a26,a001cb8b,a2600018
a2aa5702,a020059e,a045409a,a3215c83,a2434019,a0e0800b,a0c7c402,a123812e,a2c14a0c,a70d0405,a3280423,a0848905
a0c8c003,a3634187,a1c0cda0,a122c62a,a082c786,a0218a06,a1650f00,a128c685,a022002d,a106421a,a521429d,a42cc592
a2a00d00,a1a0c181,a2e3d10d,a005c28b,a1034105,a065d182,a661001b,a4c44095,a2204580,a2c8c20c,a0aa4a0e,a36204c2
a2200b98,a004868a,a0c38201,a2058e1d,a241868a,a328c100,a5618012,a1818506,a1400d8a,a0e4c189,a3694412,a260c002
a7618d0b,a0040286,a1c002b7,a3a1400c,a1a08089,a0060b01,a1810891,a0458291,a1c4cc26,a061c283,a023c411,a541f28b
a2c2428e,a0238010,a044038f,a0e3048c,a2458619,a1e74000,a4414315,a0a28116,a0c04192,a5854310,a0e85015,a2808a03
a0608383,a1e107a6,a164080f,a880c501,a962029a,aac1c08d,a1404c0a,a0434688,a004c104,a322c20b,a22148a6,a0098281
a0e00886,a0800508,a1640602,a260c81c,a044c188,a0850f82,a023c602,a0030d02,a0230000,a164099b,a0e00282,a2e0418b
a0214518,a1801105,a7874217,a061c724,a040848b,a1854705,a0630081,a0e00511,a5e34d12,a020cb9d,a0031e82,a080440a
a0e0d18e,a0a2c595,a1630210,a001c616,a28ecc01,a342c20b,a1030305,a5848503,a2004611,a1204b02,a3e4cb97,a4005583
a0e1c897,a1c98207,a0440885,a1248288,a3b0c903,a10ac592,a086035f,a3225c8a,a522c680,a04445a8,a1298781,a1841b07
a1e24703,a4841117,a04084a8,a5e20704,a040cf21,a361802c,a541410b,a283c101,a0e39154,a0468090,a2090582,a3808011
a0218716,a0e01a8e,a0c2018e,a14380a5,a08b0e2c,a3a244b8,a123588e,a0830105,a8624e28,a043800b,a0250880,a0a84100
a501089c,a1004393,a103401b,a8a1c00d,a120052d,a1a18383,a42003a7,a280ce02,a520010b,a18d0101,a3404d8a,a4e10086
a3200404,a0818780,a0018d20,a0274885,a164ca0c,a1a04181,a400c793,a1c94004,a2854600,a3838486,a0a18383,a0e0874e
a101c109,a5c6c10d,a0404584,a0029301,a3a30c0b,a3410907,a3a04a93,a060850b,a1a44097,a0224d03,a260070b,a043008b
a001c414,a8630105,a601c08a,a081c212,a2670101,a0a18880,a228098f,a0220188,a220458e,a184c98b,a084918b,a1200012
a1010309,a4410387,a267821b,a022001d,a362ca83,a1204d22,a32a4087,a0620203,a1a0c31a,a0a18604,a020000e,a3610583
a061c001,a1000b09,a2e8d392,a004ca05,a020c2ab,a0e20fab,a020cd07,a2c3aa3d,a04b098c,a4800921,a2e60882,a1c04398
a4a04984,a122451b,ac464188,a0808087,a220c495,a124ce81,a0c7c19a,a1e0018e,a1c24183,a806031c,a0c2028f,a0608182
a2018107,a0a3c815,a040c08f,a044128b,a02180a0,acc20484,a180438e,a200070f,a041858e,a221c185,a3c00483,a664c592
a1680682,a369401f,a1d101a0,a020c200,a0010ca4,a0e5c81d,a3410500,a084cb29,a2460002,a28096a1,a082428d,a04b89a0
a189c201,a2c1c70a,a2204282,a3638b85,a3624602,a2a08c0b,a28107a4,a3c79f88,a0468480,a060c208,a101c090,a2e1c082
a4000b80,a02b8308,a2224282,a582018e,a02c5186,a2804d8c,a0b04280,a2608405,a2424e1d,a0404081,a203c98c,a225412b
a2615309,a2004407,a487860a,a2020603,a220c0a5,a1c18085,a0a08e88,a261d096,a026808a,a0250603,a3624683,a1c34310
a0299138,a2c1d780,a1804205,a0018785,a1004188,a0c08c08,a0248300,a045528f,a1014009,a1c1c087,a081c283,a3060008
a1ee028b,a0a5018a,a0880081,a200cb01,a200c081,a0210392,a1210f09,a4a6471a,a14a4612,a3e5c009,a121840d,a0435687
a0210f02,a0a0050a,a0a5148b,a120cc04,a0a3cd15,a0c24209,a5c0c881,a0c68010,a04089ab,a2828084,a2a10507,a006172b
a123479d,a141508a,a0a08b82,a060960f,a0201380,a0488181,a048ce87,a4850001,a1c08305,a0a6818c,a141c018,a2a08c0a
a2a11016,a4060089,a1c0440f,a1418511,a1208200,a5e2cd83,a202070c,a043c326,a2e24c15,a0210302,a025412b,a0a44600
a0e0c080,a0074708,a2829c18,a8414880,a001c81c,a4a0450c,a1000602,a2064180,a0e0c490,a1470684,a1c3c207,a1a14193
a4244302,a0014c10,a3018208,a0e88832,a3e04c08,a0c38981,a1e00784,a141c194,a4a58d02,a0024803,a0480b80,a0014284
a2710199,a1e08b1d,a1a10a11,a024a218,a1460406,a6a08381,a0a0c512,a0c44ca8,a048811f,a7490280,a40b011e,a2e84502
a4614187,a0620413,a260c488,a3c04419,a043881f,a4014200,a2804b1c,a0418084,a0c05a8a,a105050f,a5630300,a2a24004
a284d080,a020d3ab,a0018382,a0e6c38d,a1808307,a3058000,a2251a05,a0e58618,a701819a,a3044412,a2640113,a1a5420c
a0e80c00,a262479f,a0224301,a181cd80,a1000503,a1a14201,a0638502,a2044792,a026070b,a0a14213,a0e6c414,a1808214
a082c00a,a22e851c,a0e0820a,a1619017,a180ce80,a1630105,a040c49a,a2c68080,a5cc0205,a1e0098d,a0a6411e,a2c28088
a6c20b86,a004c8a2,a8249a8a,a0838203,a261049d,a4e20285,a0a90183,a2630006,a281440d,a2410084,a1668a06,a0430602
a121c284,a280048d,a1810703,a0e1008d,a1c10e1f,a141921c,a120028b,a2a6c234,a163c302,a1a08203,a0e482a7,a0408b00
a2a08900,a348c0a5,a3830005,a0820089,a1404004,a0064214,a1280508,a10c4723,a0628202,a0e6c285,a080078f,a4c5ce0e
a5e0c801,a16c0614,a0c28427,a0814105,a060879c,a3e4c00e,a0c4c408,a5a48180,a2c00485,a1600088,a020000f,a3628200
a0c60b80,a3004002,a1a40185,a521c083,a8404f82,a0005500,a5074090,a1400502,a2430191,a02556c2,a0a78784,a0c24086
a126c301,a3008101,a0c50e00,a4058291,a1008080,a0014210,a6634a12,a020c595,a0208223,a3420407,a1668419,a0235291
a0098384,a1204086,a10cc705,a0649300,a641d29f,a2600d94,a3264880,a0224606,a18e0611,a1028218,a1a2c48c,a2e34803
a18a968b,a28b459e,a3c0030a,a2000383,a1000208,a0613583,a0010082,a0e2828a,a0a1081f,a0e24083,a060cf82,a2809c2c
a160458a,a3404185,a205400a,a1448311,a0a0858c,a4274212,a2e2c107,a1e64411,a3e1838c,a3404e0a,a3a08c13,a0234889
a1238703,a0018505,a0018108,a2461008,a060405d,a080809e,a34c8e81,a8204484,a080c20d,a0408104,a302d189,a247c510
a1a00222,a0c80d21,a0c18a92,a0608c90,a022c108,a2252c83,a04345a0,a183d08e,a023d124,a0015181,a3608280,a4c20321
a4850194,a1224802,a142c202,a0838184,a3e28c06,a106c105,a1860080,a1230503,a0e1c081,a3899b8a,a0e1cb86,a120c00e
a16ccf8f,a345070b,a1014080,a1c0000a,a3230d27,a0e5c208,a2200383,a2040490,a160420f,a322400f,a103038d,a0e1c498
a0a20319,a084130a,a0819004,a1a14499,a220ca8d,a7e1ae1d,a3a04301,a0a38025,a120d323,a1e48292,a1822483,a0054307
a026c300,a284458e,a0a30080,a0c74285,a0200394,a4c50c08,a0a6c292,a3e3c680,a0810808,a122800c,a1c5198b,a3630385
a042c019,a0214e05,a562c787,a0274d8a,a625830a,a047c9c0,a0200d8a,a0c14d80,a7208513,a3015f81,a1e40391,a0214782
a10f808f,a1410211,a0008a9c,a0020580,a1444b26,a020038b,a220852b,a1640380,a0850b80,a123cbdc,a160012b,a2420118
a0610280,a0e0028a,a2238119,a0e08a0c,a0640a8c,a0625733,a1e3c12e,a0450380,a1e4c48c,a0e09184,a8028681,ad60d18d
a080048f,a2636b0c,a5405208,a2600301,a0014e94,a002440a,a08a499a,a305c78d,a1e2469d,a0828606,a2609004,a4a3c707
a222449b,a00a0094,a0010505,a0e304a9,a5a7c38b,a36440a6,a2a00687,a0c44510,a3000201,a4640282,a182c486,a065868b
a2e2129d,a3414297,a2a14706,a58446a5,a0234288,a240400e,a120448b,a023c60e,a0c58902,a04e1088,a1608095,a140da1c
a0200081,a001c189,a0e54094,a04bcc04,a12e060e,a163010a,a063c011,a40b1a85,a2a2c280,a1e64209,a169042c,a5a3c783
a0c1c809,a1600515,a600c810,a1a18899,a0898ca2,a3a38f0f,a0e40483,a282449c,abe38100,a0429486,a1200c81,a000439a
a2809198,a281812a,a043c302,a061061f,a0e08901,a02f0425,a0628583,a344c100,a0204512,a4c64302,a12055c5,a1e91480
a042012b,a0a60c81,a180831a,a3a34011,a081429f,a0600a06,a2740806,a3848581,a461459a,a206c4ae,a0824705,a9c08304
a0201182,a000869e,a0e04d89,a10b590c,a0484598,a0a90211,a0c4c002,ab0243ab,a2a3c189,a1c1c985,a040c685,a124c000
a1208505,a0c8460b,a642168a,a10906ab,a000828a,a042861c,a043c200,a820420f,a0a0c48f,a064c104,a1c90901,a1c3c017
a2800482,a348c515,a1238604,a0028302,a420c490,a0408606,a0c64399,a0600a94,a0204408,a160800d,a1004101,a020488b
a0c2c115,a1218d19,a0a28090,a160c705,a080c94c,a5200330,a122838e,a7a40080,a101c419,a4ea8282,a0e9c298,a2e2800f
a3054a9e,a1209708,a060c684,a1204100,a060401c,a0c14186,a164c086,a0c28180,a58c4001,a06f49ac,a0a10108,a0e7c209
a3a0808d,a3470200,a3210313,a220021c,a0008401,a1e4410c,a1000100,a3a5c118,a1850109,a0074606,a1a68b07,a2830230
a0e1c407,a3804e04,a0028080,a3c01637,a0450d87,a0694200,a9c34189,a0e6840b,a020c193,a4e2588c,a1e4450e,a1050486
a0a04200,a000028c,a020d006,a0c00680,a0084009,a0a00504,a0208102,a062008b,a1a30c08,a185cd16,a041d806,a1e00281
a2c00100,a4434782,a5a0430d,a24bcb02,a6011390,a002d416,a1e08e03,a6404401,a44b4301,a044a204,a0010c85,a162c184
a2ce0e87,a0020082,a6a18d05,a281c304,a1804104,a071048a,a3020117,a303451d,a0e10891,a08c0580,a0030913,a0c20203
a1c041b8,a2400a82,a0a1828d,a1c5058f,a3a48283,a2a2c684,a069558e,a000030e,a1a08c01,a3a00ca1,a0228c9f,a2c2008c
a4478b00,a2e58001,a7a08382,a2028601,a06240ab,a822010a,a0c45116,a0a0c38e,a1620707,a063c31a,a2a28001,a0c0c201
a3408c86,a0028d80,a28e4a91,a3200023,a6c14783,a0ad4a9c,a0608582,a3808588,a0a1c090,a1408101,a2200200,a022070a
a0d580c4,a3e74cae,a0c4110e,a1e14305,a2a8c207,a1244596,a2e04708,a627c6a6,a1e387b2,a3204580,a1400190,a0404109
a00e038a,a8618316,a340c900,a407c106,a28ac515,a0684482,a4434e22,a0e00284,a086ccaf,a0e54e05,a0880196,a3414112
a0058205,a1e38012,a08c8085,a5068b8f,a1a20686,a5248091,a34307a8,a1e38003,a0018722,a2c04a1a,a320440b,a0274305
a5a04998,a4e0859d,a3038b87,a1c5d20f,a0200189,a1e3400f,a8a28095,a1848482,a1618533,a4460009,a3024004,a0c20aa4
a0eb8203,a3412083,a3240087,a12a0009,a022c100,a0a08307,a0600605,a664041c,a48044a4,a0040502,a0c38e00,a243000d
a0008192,a043c312,a0a25603,a1a68101,a0c14004,a2e3428b,a3804600,a266040b,a0b0828a,a0649005,a1a08c85,a0e2caad
a5619281,a106999e,a0600212,a0c6081f,a206c102,a0208095,a0e3c203,a1850385,a043c14e,a040480a,a1404b82,a1010223
a0a18782,a1620096,a2620215,a6804509,a0200289,a580918b,a4c18207,a2628588,a421ce92,a4641404,a1060686,a1a48681
a0440593,a1440207,a0a68b07,a1040485,a0040205,a204cf85,a501029e,a2c0c483,a2621685,a3a24f05,a0c1850e,a1c1a4cf
a2e10e0f,a4844e81,a0014601,a2e1d5a7,a2e05908,a7a08286,a081c418,a0664486,a14342bf,a5c4c084,a1a38094,a001c439
a2630187,a3668182,a0a20496,a1e2889a,a7229a01,a1844123,a4010204,a026c01a,a2a7c980,a541441b,a0200034,a1e4432b
a020cd09,a3e80f04,a14007b8,a063c008,a1204805,a66307a5,a0814286,a0200386,a4a74386,a062060e,a0e0c30d,a002808a
a0000a01,a381140a,a1440088,a0c48186,a1c08b02,a2c08e87,a3424503,a224039b,a1424090,a005819a,a1238980,a1818885
a2604297,a0e15087,a2430080,a0c20111,a0858612,a363cbca,a0a4c700,a1a20080,a081418e,a0a21100,a0c5c4a6,a341c02d
a162c286,a0e1888c,a221d59b,a0a58209,a2220706,a006210b,a066870d,a421448c,a10082b5,a2838598,a0e20127,a0820906
a0cec922,a0234383,a4a01f9e,a146c303,a1e20d91,a46d8c10,a2030da6,a080020c,a1804388,a0210296,a1214016,a44ac818
a00c4284,a26ac187,a4630289,a0bb4419,a1c1c501,a2064a0f,a4c24238,a0c4820a,a240448a,a1c00715,a1678e97,a4228986
a0698104,a1020383,a0074a16,a7800580,a0408a8b,a341c20e,a4c08283,a2030486,abc48097,a146448e,a1004a84,a000c009
a0048703,a0231287,a3804306,a3234c11,a101c581,a1c4c504,a4816699,a0e18183,a0450589,a2220600,a081480b,a2454594
a3040fa6,a0824100,a122060e,a160c11a,a1408900,a2c0878a,a1004107,a341091f,a2008516,a1450224,a321400a,a1a28506
a084c006,a0a18a07,a5a0c385,a0c9481f,a0000185,a0e1d901,a0034289,a4c2418c,a3450282,a2040a9c,a2868002,a183419c
a3c2c695,a14a878a,a2c14696,a1654e04,a6238207,a64bc198,a0000088,a00c8104,a463c018,a401cc8c,a0620a96,a1a9c185
a0410210,a2a3c415,a042460a,a0240087,a0801083,a1020494,a3408906,a3490585,a3a20284,a7a14e19,a003828e,a1c1cf81
a3412384,a1280302,a160c781,a0a08e8d,a48001a4,a2670e85,a1410102,a1e10285,a2638788,a002010b,a4614ca1,a1628014
a1869182,a0e681aa,a0254280,a20501b6,a741850d,a1640235,a0834086,a282c482,a184c082,a3064910,a32cc002,a580c103
a3e1010a,a1800834,a2c2880c,a0274410,a1e48092,a04c0781,a0620112,a144c008,a10d8085,a0ebc389,a0a0d00f,a042450c
a5044380,a2664f9b,a04304a4,a021c202,a5005010,a0c10280,a0050302,a2a1d3a0,a4c1900f,a081008a,a009c803,a365008f
a0688681,a002c199,a2a1408c,a4415814,a0e68081,a22a009c,a1444f82,a34a0004,a3004480,a081218a,a0a3830c,a160011c
a24058a7,a0214006,a0c14285,a344480a,a0a3c007,a0638d0b,a0208a03,a1c110a9,a020c690,a0225e9a,a0a5020f,a140cc91
a0e0c505,a060de28,a14ac202,a242c215,a1636393,a04483ab,a2220e00,a0824695,a9498500,a1051083,a003c006,a4630507
a0e0c70e,a002c4a2,a596d102,a2a10180,a2a40001,a6c55706,a0030a01,a124809b,a120d205,a064021e,a2c8d283,a1250283
